,Churn,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Tenure
10,1.0,1.0,18.0,2.0,3.0,3.0,2.0,0.0,15.262644252471498,9.0,15.0,8.0,272.32625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
11,1.0,1.0,6.0,3.0,4.0,3.0,10.0,1.0,13.0,0.0,1.0,0.0,153.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
12,1.0,1.0,11.0,2.0,3.0,3.0,2.0,1.0,13.0,2.0,2.0,2.0,134.41,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,1.0,1.0,15.0,3.0,4.0,3.0,1.0,1.0,17.0,0.0,1.0,0.0,133.88,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
14,1.0,3.0,15.0,3.0,4.0,2.0,2.0,0.0,16.0,0.0,4.0,7.0,196.19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
15,1.0,2.0,12.0,3.0,3.0,5.0,5.0,1.0,22.0,1.0,1.0,2.0,120.72999999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
16,1.0,1.0,12.0,2.7336412810037474,4.0,2.0,2.0,1.0,18.0,1.0,1.0,0.0,129.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,1.0,3.0,11.0,2.0,4.0,3.0,2.0,1.0,11.0,1.0,1.0,3.0,157.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,1.0,1.0,13.0,3.0,5.0,3.0,2.0,1.0,24.0,1.0,1.0,6.0,160.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19,1.0,1.0,20.0,3.0,3.0,4.0,10.0,1.0,18.0,1.0,4.0,3.0,149.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0
20,1.0,3.0,12.0,3.0,5.0,3.0,5.0,1.0,18.0,6.0,7.0,7.0,161.72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21,1.0,1.0,29.0,3.0,3.0,2.0,2.0,0.0,12.0,11.0,15.0,6.0,203.12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0
22,1.0,3.0,28.0,2.0,3.0,3.0,2.0,1.0,19.0,0.0,1.0,0.0,116.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,1.0,3.0,26.0,3.0,5.0,3.0,4.0,1.0,11.0,1.0,2.0,2.0,145.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
24,1.0,1.0,14.0,2.0,5.0,2.0,3.0,0.0,15.0,0.0,1.0,3.0,206.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
25,1.0,1.0,15.0,2.0,3.0,5.0,8.0,0.0,22.0,1.0,1.0,4.0,142.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,0.0,3.0,6.0,3.0,3.0,4.0,2.0,0.0,13.0,1.0,1.0,6.0,172.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
27,0.0,3.0,12.0,2.0,3.0,3.0,3.0,1.0,20.0,0.0,4.0,5.0,123.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.2
28,0.0,1.0,15.435812605356912,2.0,3.0,4.0,9.0,0.0,18.0,1.0,1.0,15.0,123.47999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
29,0.0,3.0,14.0,2.0,3.0,2.0,2.0,0.0,14.0,2.0,3.0,7.0,189.98,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
30,0.0,1.0,6.0,2.0,3.0,3.0,2.0,0.0,13.0,0.0,1.0,9.0,143.19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
31,0.0,1.0,13.0,2.0,4.0,3.0,3.0,0.0,17.0,1.0,1.0,0.0,161.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0.0,1.0,15.0,3.0,4.0,4.0,5.0,1.0,20.0,1.0,1.0,0.0,133.46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.0
33,0.0,3.0,10.0,3.0,4.0,2.0,8.0,0.0,11.0,2.0,2.0,11.0,208.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
34,0.0,3.0,8.0,3.0,3.0,3.0,7.0,0.0,18.0,1.0,1.0,2.0,122.31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.2
35,0.0,1.0,16.01682410368423,3.0,3.0,2.0,2.0,0.0,24.0,0.0,2.0,2.0,123.22999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36,0.0,1.0,15.0,2.0,3.0,4.0,7.0,0.0,18.0,0.0,2.0,2.0,120.24000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.8
37,0.0,1.0,27.0,2.578456801006243,3.0,2.0,2.0,0.0,11.0,0.0,1.0,2.0,127.13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
38,0.0,1.0,30.0,2.0,2.0,2.0,4.0,1.0,16.0,1.0,1.0,4.0,194.39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
39,0.0,1.0,15.964303956179469,3.0,4.0,3.0,2.0,1.0,15.0,0.0,1.0,1.0,125.66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40,0.0,1.0,17.0,2.0,3.0,4.0,4.0,0.0,15.363246742607098,2.0,4.0,4.0,272.32625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0
41,0.0,1.0,13.674730284832044,2.0,3.0,3.0,5.0,0.0,12.0,1.0,1.0,8.0,124.50999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0
42,0.0,3.0,11.0,2.0,3.0,2.0,3.0,0.0,12.0,2.0,7.0,4.0,194.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
43,0.0,3.0,6.0,2.0,4.0,2.0,5.0,0.0,22.0,1.0,1.0,1.0,186.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
44,0.0,1.0,12.0,2.712978452135346,3.0,3.0,4.0,0.0,20.0,0.0,1.0,4.0,130.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
45,0.0,1.0,23.0,2.697494737076942,3.0,4.0,1.0,1.0,16.0,1.0,1.0,1.0,130.58,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46,1.0,3.0,16.41286514541857,3.0,5.0,5.0,1.0,0.0,21.0,1.0,1.0,0.0,123.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,0.0,1.0,9.0,1.0,3.0,4.0,5.0,0.0,12.0,4.0,7.0,2.0,120.88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.6
48,0.0,1.0,15.0,2.153207151751555,3.0,5.0,2.0,0.0,11.0,0.0,6.0,10.0,130.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
49,0.0,3.0,10.0,1.0,3.0,5.0,5.0,1.0,11.0,0.0,1.0,3.0,150.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
50,0.0,1.0,14.0,3.0,3.0,5.0,5.0,1.0,18.0,1.0,2.0,2.0,142.57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0
51,0.0,1.0,13.601399329281255,2.0,3.0,2.0,1.0,0.0,14.0,0.0,1.0,2.0,125.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
52,1.0,1.0,8.0,2.0,4.0,2.0,2.0,0.0,22.0,0.0,1.0,0.0,111.02000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,0.0,3.0,6.0,3.0,3.0,5.0,2.0,0.0,25.0,4.0,15.0,7.0,204.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
54,0.0,1.0,15.0,3.0,3.0,2.0,2.0,0.0,12.0,1.0,2.0,1.0,122.88,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0
55,0.0,1.0,18.0,3.0,3.0,2.0,9.0,1.0,23.0,1.0,1.0,2.0,139.29,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
56,0.0,1.0,33.0,3.0,3.0,4.0,3.0,0.0,15.0,1.0,1.0,2.0,123.11000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.2
57,1.0,3.0,26.0,2.788166508045353,3.0,4.0,2.0,1.0,22.0,0.0,1.0,2.0,131.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
58,0.0,1.0,6.0,2.0,4.0,3.0,3.0,0.0,15.0,0.0,1.0,2.0,136.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0
59,0.0,1.0,19.0,2.0,2.0,5.0,2.0,0.0,11.0,1.0,1.0,3.0,144.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.0
60,0.0,1.0,20.0,2.679186219268056,3.0,4.0,2.0,0.0,13.0,0.0,1.0,6.0,127.56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
61,0.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,14.0,4.281129395223921,9.0,9.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0
62,0.0,1.0,20.0,3.0,2.0,4.0,9.0,0.0,11.0,0.7323629016025519,2.0,15.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0
63,0.0,1.0,8.0,2.0,4.0,3.0,2.0,0.0,17.0,0.0,1.0,9.0,195.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0
64,0.0,1.0,9.0,3.0,3.0,4.0,4.0,0.0,18.0,0.0,1.0549810086179783,0.0,237.33999999999997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
65,0.0,1.0,6.0,3.0,4.0,3.0,1.0,0.0,15.474604774434852,1.0,11.0,9.0,272.32625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0
66,0.0,1.0,15.0,2.0,3.0,4.0,2.0,0.0,16.0,1.0,1.0,3.0,122.78999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.6
67,1.0,1.0,29.0,2.0,4.0,3.0,4.0,1.0,13.0,1.0,1.0,1.0,159.16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,0.0,1.0,13.0,2.0,2.0,2.0,5.0,0.0,14.0,0.0,2.0,2.0,120.88999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.6
69,0.0,1.0,8.0,3.0,4.0,2.0,10.0,0.0,23.0,6.060357279380733,11.0,8.0,267.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0
70,0.0,1.0,27.0,3.0,2.0,5.0,2.0,1.0,12.0,0.0,1.0,7.0,135.64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0
71,0.0,1.0,8.0,2.0,3.0,4.0,6.0,0.0,11.0,1.0,1.0,2.0,144.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0
72,0.0,1.0,27.0,2.0,3.0,3.0,3.0,0.0,16.0,0.0,1.0,2.0,152.65,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0
73,0.0,1.0,8.0,2.0,3.0,3.0,10.0,0.0,14.0,0.0,1.0,0.0,165.53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0
74,0.0,1.0,35.0,2.0,3.0,2.0,4.0,0.0,18.0,0.0,1.0,7.0,162.61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0
75,0.0,1.0,6.0,2.0,4.0,5.0,6.0,0.0,19.0,0.0,2.0,0.0,142.98,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.0,1.0,24.0,3.0,3.0,2.0,2.0,1.0,15.0,0.0,1.0,7.0,168.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0
77,0.0,1.0,16.0,2.0,3.0,3.0,2.0,1.0,17.0,2.0,2.0,0.0,138.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
78,0.0,1.0,25.0,2.4003155167355135,3.0,2.0,9.0,1.0,15.0,1.0,3.0,7.0,127.41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
79,1.0,1.0,35.0,3.0,3.0,5.0,8.0,1.0,19.0,0.0,1.0,0.0,166.73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
80,1.0,3.0,33.0,2.0,3.0,2.0,2.0,0.0,22.0,1.0,1.0,9.0,176.39,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,0.0,1.0,14.518551473961011,2.0,2.0,4.0,2.0,1.0,16.0,0.0,2.0,2.0,123.28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
82,0.0,1.0,24.0,3.0,3.0,2.0,2.0,0.0,13.0,1.0,1.0,7.0,121.53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.4
83,0.0,1.0,15.0,3.0,4.0,2.0,10.0,0.0,14.0,1.0,1.0,2.0,148.76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
84,0.0,1.0,6.0,3.0,3.0,5.0,8.0,0.0,16.0,0.0,1.0,3.0,193.96,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
85,1.0,3.0,10.0,2.0,5.0,2.0,2.0,0.0,11.0,7.0,9.0,8.0,204.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,0.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0,22.0,2.0,5.0,8.0,184.74,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
87,0.0,3.0,26.0,2.0,3.0,3.0,2.0,0.0,14.0,1.0,1.0,7.0,199.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
88,0.0,1.0,14.0,2.0,4.0,4.0,6.0,0.0,16.0,1.0,4.0,6.062069342220644,224.89999999999998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0
89,1.0,1.0,14.747529344692804,2.0,3.0,5.0,6.0,1.0,11.0,1.0,1.0,4.0,126.57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
90,0.0,3.0,12.0,3.0,3.0,2.0,4.0,1.0,18.0,0.0,0.5049104578873556,0.0,235.91000000000003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
91,1.0,3.0,32.0,2.0,4.0,5.0,6.0,0.0,15.0,0.0,1.0,1.0,166.96,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
92,1.0,1.0,6.0,2.0,3.0,3.0,1.0,0.0,14.0,0.0,1.0,5.0,120.58000000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
93,0.0,3.0,12.0,2.0,4.0,2.0,7.0,0.0,12.0,12.0,12.0,8.0,188.65,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
94,0.0,3.0,9.0,2.0,3.0,5.0,3.0,0.0,14.0,1.0,1.0,5.0,159.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0
95,0.0,1.0,11.0,3.0,3.0,4.0,9.0,0.0,16.0,0.0,3.0,7.0,159.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0
96,0.0,1.0,14.314128924359308,2.0,4.0,4.0,7.0,0.0,21.0,0.0,1.0,1.0,126.22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
97,0.0,1.0,17.0,2.0,3.0,2.0,2.0,1.0,14.0,0.0,1.0,5.03190440677697,221.85000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
98,0.0,3.0,9.0,3.0,3.0,3.0,1.0,0.0,12.0,1.0,5.0,13.0,206.08999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
99,0.0,1.0,6.0,2.0,5.0,3.0,1.0,0.0,12.0,1.0,1.0,4.0,143.45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
100,0.0,1.0,9.0,3.0,4.0,2.0,4.0,0.0,17.0,0.0,1.0,0.0,121.77000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.8
101,0.0,3.0,10.0,2.0,3.0,2.0,5.0,0.0,17.0,1.0,5.0,8.0,69.83625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
102,0.0,3.0,6.0,2.0,3.0,2.0,2.0,0.0,14.0,4.0,4.0,1.0,179.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
